[2025-10-23T12:03:12.268Z] ERROR: Validation failed [{"type":"field","value":"12345678","msg":"Password must contain at least one lowercase letter, one uppercase letter, and one number","path":"password","location":"body"}]
[2025-10-23T12:14:42.023Z] ERROR: Login Validation failed [{"type":"field","value":"","msg":"Email or username is required","path":"identifier","location":"body"}]
[2025-10-23T13:02:44.244Z] ERROR: User not found
[2025-10-23T13:02:44.245Z] ERROR: User authentication failed
[2025-10-23T13:02:44.247Z] ERROR: Login error
[2025-10-23T13:03:31.852Z] ERROR: User not found
[2025-10-23T13:03:31.853Z] ERROR: User authentication failed
[2025-10-23T13:03:31.855Z] ERROR: Login error
[2025-10-23T23:21:49.556Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-23T23:21:49.565Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-24T00:13:33.772Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.856Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.897Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.987Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.991Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.133Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.137Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.294Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.299Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.478Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.481Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.704Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.707Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.984Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.985Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.309Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.311Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.676Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.680Z] ERROR: Redis Client Error
[2025-10-24T05:04:44.680Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:45.193Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:45.706Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:46.221Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:46.739Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:47.254Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:47.769Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:48.283Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:48.797Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:49.299Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:49.817Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:50.332Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:50.846Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:51.354Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:51.869Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:52.386Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:52.900Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:53.416Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:53.935Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:54.449Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:54.966Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:55.477Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:55.979Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:56.494Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:57.012Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:57.533Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:58.046Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:58.560Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:59.074Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:59.584Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:00.103Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:00.616Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:01.124Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:01.639Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:02.156Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:02.670Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:03.186Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:03.698Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:04.208Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:04.725Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:05.239Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:05.750Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:06.268Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:06.780Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:07.296Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:07.811Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:08.327Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:08.839Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:09.353Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:09.869Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:10.383Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:10.896Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:11.406Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:11.922Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:12.436Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:12.951Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:13.464Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:13.983Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:14.498Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:15.009Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:15.521Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:16.038Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:16.555Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:17.068Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:17.581Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:18.084Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:18.594Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:19.109Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:19.625Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:20.141Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:20.654Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:21.168Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:21.679Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:22.190Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:22.698Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:23.214Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:23.731Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:24.237Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:24.753Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:25.256Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:25.767Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:26.280Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:26.796Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:27.298Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:27.813Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:28.328Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:28.841Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:29.353Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:29.872Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:30.385Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:30.899Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:31.412Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:31.926Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:32.439Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:32.955Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:33.459Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:33.976Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:34.494Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:35.008Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:35.524Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:36.035Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:36.551Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:37.064Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:37.575Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:38.090Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:38.601Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:39.121Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:39.631Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:40.145Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:40.657Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:41.160Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:41.673Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:42.189Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:42.700Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:43.214Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:43.729Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:44.241Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:44.754Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:45.269Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:45.787Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:46.293Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:46.808Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:47.322Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:47.835Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:48.350Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:48.862Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:49.376Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:49.903Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:50.419Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:50.936Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:51.449Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:51.965Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:52.476Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:52.992Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:53.508Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:54.023Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:54.537Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:55.054Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:55.568Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:56.080Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:56.595Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:57.108Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:57.622Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:58.132Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:58.646Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:59.158Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:05:59.681Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:00.194Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:00.707Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:01.224Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:01.743Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:02.255Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:02.768Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:03.285Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:03.797Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:04.313Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:04.816Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:05.331Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:05.841Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:06.360Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:06.872Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:07.382Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:07.897Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:08.422Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:08.930Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:09.445Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:09.956Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:10.464Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:10.978Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:11.494Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:12.008Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:12.525Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:13.039Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:13.551Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:14.068Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:14.585Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:15.102Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:15.618Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:16.127Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:16.646Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:17.156Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:17.672Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:18.184Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:18.699Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:19.203Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:19.715Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:20.226Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:20.740Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:21.254Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:21.770Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:22.286Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:22.799Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:23.316Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:23.832Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:24.348Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:24.861Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:25.372Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:25.887Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:26.390Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:26.905Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:27.422Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:27.937Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:28.455Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:28.969Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:29.485Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:29.998Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:30.512Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:31.032Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:31.541Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:32.055Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:32.569Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:33.089Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:33.603Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:34.120Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:34.632Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:35.146Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:35.663Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:36.177Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:36.690Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:37.203Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:37.715Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:38.225Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:38.728Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:39.242Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:39.756Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:40.259Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:40.774Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:41.286Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:41.801Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:42.319Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:42.830Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:43.342Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:43.859Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:44.372Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:44.887Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:45.402Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:45.914Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:46.428Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:46.940Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:47.456Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:47.959Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:48.474Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:48.984Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:49.500Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:50.016Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:50.531Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:51.043Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:51.557Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:52.064Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:52.573Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:53.087Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:53.618Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:54.135Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:54.646Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:55.166Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:55.675Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:56.191Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:56.704Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:57.220Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:57.736Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:58.248Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:58.760Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:59.276Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:06:59.788Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:00.309Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:00.834Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:01.347Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:01.857Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:02.377Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:02.886Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:03.403Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
